--- Running (Engine Host) ---
[Main] Using GpuExecutor generic executor.
---------------------------------------------------
======================RESULT=======================
---------------------------------------------------
p_size|supplier_cnt|p_brand|p_type|
49|8.00|Brand#33|PROMO POLISHED BRASS|
6|8.00|Brand#33|PROMO POLISHED COPPER|
11|8.00|Brand#33|PROMO POLISHED COPPER|
13|8.00|Brand#33|PROMO POLISHED COPPER|
18|8.00|Brand#33|PROMO POLISHED COPPER|
28|8.00|Brand#33|PROMO POLISHED COPPER|
40|8.00|Brand#33|PROMO POLISHED COPPER|
44|8.00|Brand#33|PROMO POLISHED COPPER|
45|8.00|Brand#33|PROMO POLISHED COPPER|
4|8.00|Brand#33|PROMO POLISHED NICKEL|
5|8.00|Brand#33|PROMO POLISHED NICKEL|
8|8.00|Brand#33|PROMO POLISHED NICKEL|
9|8.00|Brand#33|PROMO POLISHED NICKEL|
15|8.00|Brand#33|PROMO POLISHED NICKEL|
16|8.00|Brand#33|PROMO POLISHED NICKEL|
25|8.00|Brand#33|PROMO POLISHED NICKEL|
30|8.00|Brand#33|PROMO POLISHED NICKEL|
35|8.00|Brand#33|PROMO POLISHED NICKEL|
49|8.00|Brand#33|PROMO POLISHED NICKEL|
3|8.00|Brand#33|PROMO POLISHED STEEL|
4|8.00|Brand#33|PROMO POLISHED STEEL|
11|8.00|Brand#33|PROMO POLISHED STEEL|
19|8.00|Brand#33|PROMO POLISHED STEEL|
24|8.00|Brand#33|PROMO POLISHED STEEL|
25|8.00|Brand#33|PROMO POLISHED STEEL|
27|8.00|Brand#33|PROMO POLISHED STEEL|
30|8.00|Brand#33|PROMO POLISHED STEEL|
31|8.00|Brand#33|PROMO POLISHED STEEL|
40|8.00|Brand#33|PROMO POLISHED STEEL|
42|8.00|Brand#33|PROMO POLISHED STEEL|
43|8.00|Brand#33|PROMO POLISHED STEEL|
44|8.00|Brand#33|PROMO POLISHED STEEL|
1|8.00|Brand#33|PROMO POLISHED TIN|
2|8.00|Brand#33|PROMO POLISHED TIN|
4|8.00|Brand#33|PROMO POLISHED TIN|
7|8.00|Brand#33|PROMO POLISHED TIN|
14|8.00|Brand#33|PROMO POLISHED TIN|
15|8.00|Brand#33|PROMO POLISHED TIN|
17|8.00|Brand#33|PROMO POLISHED TIN|
30|8.00|Brand#33|PROMO POLISHED TIN|
34|8.00|Brand#33|PROMO POLISHED TIN|
39|8.00|Brand#33|PROMO POLISHED TIN|
44|8.00|Brand#33|PROMO POLISHED TIN|
45|8.00|Brand#33|PROMO POLISHED TIN|
49|8.00|Brand#33|PROMO POLISHED TIN|
7|8.00|Brand#33|SMALL ANODIZED BRASS|
11|8.00|Brand#33|SMALL ANODIZED BRASS|
13|8.00|Brand#33|SMALL ANODIZED BRASS|
23|8.00|Brand#33|SMALL ANODIZED BRASS|
26|8.00|Brand#33|SMALL ANODIZED BRASS|
28|8.00|Brand#33|SMALL ANODIZED BRASS|
30|8.00|Brand#33|SMALL ANODIZED BRASS|
37|8.00|Brand#33|SMALL ANODIZED BRASS|
40|8.00|Brand#33|SMALL ANODIZED BRASS|
44|8.00|Brand#33|SMALL ANODIZED BRASS|
46|8.00|Brand#33|SMALL ANODIZED BRASS|
47|8.00|Brand#33|SMALL ANODIZED BRASS|
48|8.00|Brand#33|SMALL ANODIZED BRASS|
3|8.00|Brand#33|SMALL ANODIZED COPPER|
5|8.00|Brand#33|SMALL ANODIZED COPPER|
7|8.00|Brand#33|SMALL ANODIZED COPPER|
14|8.00|Brand#33|SMALL ANODIZED COPPER|
16|8.00|Brand#33|SMALL ANODIZED COPPER|
26|8.00|Brand#33|SMALL ANODIZED COPPER|
27|8.00|Brand#33|SMALL ANODIZED COPPER|
42|8.00|Brand#33|SMALL ANODIZED COPPER|
44|8.00|Brand#33|SMALL ANODIZED COPPER|
45|8.00|Brand#33|SMALL ANODIZED COPPER|
49|8.00|Brand#33|SMALL ANODIZED COPPER|
3|8.00|Brand#33|SMALL ANODIZED NICKEL|
15|8.00|Brand#33|SMALL ANODIZED NICKEL|
20|8.00|Brand#33|SMALL ANODIZED NICKEL|
21|8.00|Brand#33|SMALL ANODIZED NICKEL|
22|8.00|Brand#33|SMALL ANODIZED NICKEL|
25|8.00|Brand#33|SMALL ANODIZED NICKEL|
31|8.00|Brand#33|SMALL ANODIZED NICKEL|
33|8.00|Brand#33|SMALL ANODIZED NICKEL|
45|8.00|Brand#33|SMALL ANODIZED NICKEL|
47|8.00|Brand#33|SMALL ANODIZED NICKEL|
1|8.00|Brand#33|SMALL ANODIZED STEEL|
3|8.00|Brand#33|SMALL ANODIZED STEEL|
9|8.00|Brand#33|SMALL ANODIZED STEEL|
10|8.00|Brand#33|SMALL ANODIZED STEEL|
22|8.00|Brand#33|SMALL ANODIZED STEEL|
27|8.00|Brand#33|SMALL ANODIZED STEEL|
32|8.00|Brand#33|SMALL ANODIZED STEEL|
5|8.00|Brand#33|SMALL ANODIZED TIN|
10|8.00|Brand#33|SMALL ANODIZED TIN|
11|8.00|Brand#33|SMALL ANODIZED TIN|
13|8.00|Brand#33|SMALL ANODIZED TIN|
24|8.00|Brand#33|SMALL ANODIZED TIN|
26|8.00|Brand#33|SMALL ANODIZED TIN|
35|8.00|Brand#33|SMALL ANODIZED TIN|
37|8.00|Brand#33|SMALL ANODIZED TIN|
49|8.00|Brand#33|SMALL ANODIZED TIN|
1|8.00|Brand#33|SMALL BRUSHED BRASS|
9|8.00|Brand#33|SMALL BRUSHED BRASS|
22|8.00|Brand#33|SMALL BRUSHED BRASS|
23|8.00|Brand#33|SMALL BRUSHED BRASS|
25|8.00|Brand#33|SMALL BRUSHED BRASS|
26|8.00|Brand#33|SMALL BRUSHED BRASS|
27|8.00|Brand#33|SMALL BRUSHED BRASS|
32|8.00|Brand#33|SMALL BRUSHED BRASS|
33|8.00|Brand#33|SMALL BRUSHED BRASS|
40|8.00|Brand#33|SMALL BRUSHED BRASS|
42|8.00|Brand#33|SMALL BRUSHED BRASS|
46|8.00|Brand#33|SMALL BRUSHED BRASS|
47|8.00|Brand#33|SMALL BRUSHED BRASS|
49|8.00|Brand#33|SMALL BRUSHED BRASS|
50|8.00|Brand#33|SMALL BRUSHED BRASS|
18|8.00|Brand#33|SMALL BRUSHED COPPER|
24|8.00|Brand#33|SMALL BRUSHED COPPER|
26|8.00|Brand#33|SMALL BRUSHED COPPER|
35|8.00|Brand#33|SMALL BRUSHED COPPER|
44|8.00|Brand#33|SMALL BRUSHED COPPER|
1|8.00|Brand#33|SMALL BRUSHED NICKEL|
4|8.00|Brand#33|SMALL BRUSHED NICKEL|
7|8.00|Brand#33|SMALL BRUSHED NICKEL|
8|8.00|Brand#33|SMALL BRUSHED NICKEL|
17|8.00|Brand#33|SMALL BRUSHED NICKEL|
32|8.00|Brand#33|SMALL BRUSHED NICKEL|
42|8.00|Brand#33|SMALL BRUSHED NICKEL|
43|8.00|Brand#33|SMALL BRUSHED NICKEL|
48|8.00|Brand#33|SMALL BRUSHED NICKEL|
3|8.00|Brand#33|SMALL BRUSHED STEEL|
11|8.00|Brand#33|SMALL BRUSHED STEEL|
15|8.00|Brand#33|SMALL BRUSHED STEEL|
17|8.00|Brand#33|SMALL BRUSHED STEEL|
22|8.00|Brand#33|SMALL BRUSHED STEEL|
29|8.00|Brand#33|SMALL BRUSHED STEEL|
39|8.00|Brand#33|SMALL BRUSHED STEEL|
48|8.00|Brand#33|SMALL BRUSHED STEEL|
9|8.00|Brand#33|SMALL BRUSHED TIN|
15|8.00|Brand#33|SMALL BRUSHED TIN|
17|8.00|Brand#33|SMALL BRUSHED TIN|
19|8.00|Brand#33|SMALL BRUSHED TIN|
25|8.00|Brand#33|SMALL BRUSHED TIN|
35|8.00|Brand#33|SMALL BRUSHED TIN|
46|8.00|Brand#33|SMALL BRUSHED TIN|
50|8.00|Brand#33|SMALL BRUSHED TIN|
2|8.00|Brand#33|SMALL BURNISHED BRASS|
8|8.00|Brand#33|SMALL BURNISHED BRASS|
9|8.00|Brand#33|SMALL BURNISHED BRASS|
14|8.00|Brand#33|SMALL BURNISHED BRASS|
23|8.00|Brand#33|SMALL BURNISHED BRASS|
27|8.00|Brand#33|SMALL BURNISHED BRASS|
37|8.00|Brand#33|SMALL BURNISHED BRASS|
38|8.00|Brand#33|SMALL BURNISHED BRASS|
42|8.00|Brand#33|SMALL BURNISHED BRASS|
1|8.00|Brand#33|SMALL BURNISHED COPPER|
22|8.00|Brand#33|SMALL BURNISHED COPPER|
36|8.00|Brand#33|SMALL BURNISHED COPPER|
38|8.00|Brand#33|SMALL BURNISHED COPPER|
48|8.00|Brand#33|SMALL BURNISHED COPPER|
50|8.00|Brand#33|SMALL BURNISHED COPPER|
2|8.00|Brand#33|SMALL BURNISHED NICKEL|
8|8.00|Brand#33|SMALL BURNISHED NICKEL|
11|8.00|Brand#33|SMALL BURNISHED NICKEL|
17|8.00|Brand#33|SMALL BURNISHED NICKEL|
18|8.00|Brand#33|SMALL BURNISHED NICKEL|
25|8.00|Brand#33|SMALL BURNISHED NICKEL|
32|8.00|Brand#33|SMALL BURNISHED NICKEL|
41|8.00|Brand#33|SMALL BURNISHED NICKEL|
47|8.00|Brand#33|SMALL BURNISHED NICKEL|
50|8.00|Brand#33|SMALL BURNISHED NICKEL|
1|8.00|Brand#33|SMALL BURNISHED STEEL|
5|8.00|Brand#33|SMALL BURNISHED STEEL|
9|8.00|Brand#33|SMALL BURNISHED STEEL|
13|8.00|Brand#33|SMALL BURNISHED STEEL|
14|8.00|Brand#33|SMALL BURNISHED STEEL|
15|8.00|Brand#33|SMALL BURNISHED STEEL|
20|8.00|Brand#33|SMALL BURNISHED STEEL|
24|8.00|Brand#33|SMALL BURNISHED STEEL|
28|8.00|Brand#33|SMALL BURNISHED STEEL|
31|8.00|Brand#33|SMALL BURNISHED STEEL|
35|8.00|Brand#33|SMALL BURNISHED STEEL|
39|8.00|Brand#33|SMALL BURNISHED STEEL|
41|8.00|Brand#33|SMALL BURNISHED STEEL|
44|8.00|Brand#33|SMALL BURNISHED STEEL|
47|8.00|Brand#33|SMALL BURNISHED STEEL|
48|8.00|Brand#33|SMALL BURNISHED STEEL|
1|8.00|Brand#33|SMALL BURNISHED TIN|
8|8.00|Brand#33|SMALL BURNISHED TIN|
13|8.00|Brand#33|SMALL BURNISHED TIN|
21|8.00|Brand#33|SMALL BURNISHED TIN|
23|8.00|Brand#33|SMALL BURNISHED TIN|
26|8.00|Brand#33|SMALL BURNISHED TIN|
27|8.00|Brand#33|SMALL BURNISHED TIN|
32|8.00|Brand#33|SMALL BURNISHED TIN|
35|8.00|Brand#33|SMALL BURNISHED TIN|
36|8.00|Brand#33|SMALL BURNISHED TIN|
38|8.00|Brand#33|SMALL BURNISHED TIN|
40|8.00|Brand#33|SMALL BURNISHED TIN|
41|8.00|Brand#33|SMALL BURNISHED TIN|
45|8.00|Brand#33|SMALL BURNISHED TIN|
47|8.00|Brand#33|SMALL BURNISHED TIN|
9|8.00|Brand#33|SMALL PLATED BRASS|
24|8.00|Brand#33|SMALL PLATED BRASS|
25|8.00|Brand#33|SMALL PLATED BRASS|
28|8.00|Brand#33|SMALL PLATED BRASS|
32|8.00|Brand#33|SMALL PLATED BRASS|
35|8.00|Brand#33|SMALL PLATED BRASS|
39|8.00|Brand#33|SMALL PLATED BRASS|
44|8.00|Brand#33|SMALL PLATED BRASS|
49|8.00|Brand#33|SMALL PLATED BRASS|
4|8.00|Brand#33|SMALL PLATED COPPER|
15|8.00|Brand#33|SMALL PLATED COPPER|
18|8.00|Brand#33|SMALL PLATED COPPER|
25|8.00|Brand#33|SMALL PLATED COPPER|
29|8.00|Brand#33|SMALL PLATED COPPER|
34|8.00|Brand#33|SMALL PLATED COPPER|
39|8.00|Brand#33|SMALL PLATED COPPER|
42|8.00|Brand#33|SMALL PLATED COPPER|
50|8.00|Brand#33|SMALL PLATED COPPER|
11|8.00|Brand#33|SMALL PLATED NICKEL|
14|8.00|Brand#33|SMALL PLATED NICKEL|
15|8.00|Brand#33|SMALL PLATED NICKEL|
19|8.00|Brand#33|SMALL PLATED NICKEL|
20|8.00|Brand#33|SMALL PLATED NICKEL|
30|8.00|Brand#33|SMALL PLATED NICKEL|
35|8.00|Brand#33|SMALL PLATED NICKEL|
36|8.00|Brand#33|SMALL PLATED NICKEL|
44|8.00|Brand#33|SMALL PLATED NICKEL|
1|8.00|Brand#33|SMALL PLATED STEEL|
7|8.00|Brand#33|SMALL PLATED STEEL|
12|8.00|Brand#33|SMALL PLATED STEEL|
13|8.00|Brand#33|SMALL PLATED STEEL|
14|8.00|Brand#33|SMALL PLATED STEEL|
15|8.00|Brand#33|SMALL PLATED STEEL|
17|8.00|Brand#33|SMALL PLATED STEEL|
23|8.00|Brand#33|SMALL PLATED STEEL|
29|8.00|Brand#33|SMALL PLATED STEEL|
31|8.00|Brand#33|SMALL PLATED STEEL|
48|8.00|Brand#33|SMALL PLATED STEEL|
7|8.00|Brand#33|SMALL PLATED TIN|
8|8.00|Brand#33|SMALL PLATED TIN|
23|8.00|Brand#33|SMALL PLATED TIN|
26|8.00|Brand#33|SMALL PLATED TIN|
29|8.00|Brand#33|SMALL PLATED TIN|
36|8.00|Brand#33|SMALL PLATED TIN|
48|8.00|Brand#33|SMALL PLATED TIN|
49|8.00|Brand#33|SMALL PLATED TIN|
5|8.00|Brand#33|SMALL POLISHED BRASS|
6|8.00|Brand#33|SMALL POLISHED BRASS|
9|8.00|Brand#33|SMALL POLISHED BRASS|
16|8.00|Brand#33|SMALL POLISHED BRASS|
17|8.00|Brand#33|SMALL POLISHED BRASS|
23|8.00|Brand#33|SMALL POLISHED BRASS|
33|8.00|Brand#33|SMALL POLISHED BRASS|
35|8.00|Brand#33|SMALL POLISHED BRASS|
37|8.00|Brand#33|SMALL POLISHED BRASS|
45|8.00|Brand#33|SMALL POLISHED BRASS|
3|8.00|Brand#33|SMALL POLISHED COPPER|
6|8.00|Brand#33|SMALL POLISHED COPPER|
13|8.00|Brand#33|SMALL POLISHED COPPER|
30|8.00|Brand#33|SMALL POLISHED COPPER|
31|8.00|Brand#33|SMALL POLISHED COPPER|
35|8.00|Brand#33|SMALL POLISHED COPPER|
37|8.00|Brand#33|SMALL POLISHED COPPER|
40|8.00|Brand#33|SMALL POLISHED COPPER|
47|8.00|Brand#33|SMALL POLISHED COPPER|
48|8.00|Brand#33|SMALL POLISHED COPPER|
5|8.00|Brand#33|SMALL POLISHED NICKEL|
6|8.00|Brand#33|SMALL POLISHED NICKEL|
11|8.00|Brand#33|SMALL POLISHED NICKEL|
13|8.00|Brand#33|SMALL POLISHED NICKEL|
16|8.00|Brand#33|SMALL POLISHED NICKEL|
18|8.00|Brand#33|SMALL POLISHED NICKEL|
21|8.00|Brand#33|SMALL POLISHED NICKEL|
24|8.00|Brand#33|SMALL POLISHED NICKEL|
29|8.00|Brand#33|SMALL POLISHED NICKEL|
34|8.00|Brand#33|SMALL POLISHED NICKEL|
35|8.00|Brand#33|SMALL POLISHED NICKEL|
44|8.00|Brand#33|SMALL POLISHED NICKEL|
48|8.00|Brand#33|SMALL POLISHED NICKEL|
6|8.00|Brand#33|SMALL POLISHED STEEL|
10|8.00|Brand#33|SMALL POLISHED STEEL|
23|8.00|Brand#33|SMALL POLISHED STEEL|
37|8.00|Brand#33|SMALL POLISHED STEEL|
39|8.00|Brand#33|SMALL POLISHED STEEL|
42|8.00|Brand#33|SMALL POLISHED STEEL|
47|8.00|Brand#33|SMALL POLISHED STEEL|
49|8.00|Brand#33|SMALL POLISHED STEEL|
4|8.00|Brand#33|SMALL POLISHED TIN|
13|8.00|Brand#33|SMALL POLISHED TIN|
15|8.00|Brand#33|SMALL POLISHED TIN|
19|8.00|Brand#33|SMALL POLISHED TIN|
23|8.00|Brand#33|SMALL POLISHED TIN|
24|8.00|Brand#33|SMALL POLISHED TIN|
27|8.00|Brand#33|SMALL POLISHED TIN|
30|8.00|Brand#33|SMALL POLISHED TIN|
33|8.00|Brand#33|SMALL POLISHED TIN|
45|8.00|Brand#33|SMALL POLISHED TIN|
47|8.00|Brand#33|SMALL POLISHED TIN|
2|8.00|Brand#33|STANDARD ANODIZED BRASS|
5|8.00|Brand#33|STANDARD ANODIZED BRASS|
7|8.00|Brand#33|STANDARD ANODIZED BRASS|
10|8.00|Brand#33|STANDARD ANODIZED BRASS|
13|8.00|Brand#33|STANDARD ANODIZED BRASS|
16|8.00|Brand#33|STANDARD ANODIZED BRASS|
17|8.00|Brand#33|STANDARD ANODIZED BRASS|
27|8.00|Brand#33|STANDARD ANODIZED BRASS|
42|8.00|Brand#33|STANDARD ANODIZED BRASS|
47|8.00|Brand#33|STANDARD ANODIZED BRASS|
48|8.00|Brand#33|STANDARD ANODIZED BRASS|
3|8.00|Brand#33|STANDARD ANODIZED COPPER|
5|8.00|Brand#33|STANDARD ANODIZED COPPER|
7|8.00|Brand#33|STANDARD ANODIZED COPPER|
8|8.00|Brand#33|STANDARD ANODIZED COPPER|
18|8.00|Brand#33|STANDARD ANODIZED COPPER|
19|8.00|Brand#33|STANDARD ANODIZED COPPER|
21|8.00|Brand#33|STANDARD ANODIZED COPPER|
23|8.00|Brand#33|STANDARD ANODIZED COPPER|
39|8.00|Brand#33|STANDARD ANODIZED COPPER|
41|8.00|Brand#33|STANDARD ANODIZED COPPER|
42|8.00|Brand#33|STANDARD ANODIZED COPPER|
44|8.00|Brand#33|STANDARD ANODIZED COPPER|
48|8.00|Brand#33|STANDARD ANODIZED COPPER|
49|8.00|Brand#33|STANDARD ANODIZED COPPER|
6|8.00|Brand#33|STANDARD ANODIZED NICKEL|
29|8.00|Brand#33|STANDARD ANODIZED NICKEL|
30|8.00|Brand#33|STANDARD ANODIZED NICKEL|
31|8.00|Brand#33|STANDARD ANODIZED NICKEL|
41|8.00|Brand#33|STANDARD ANODIZED NICKEL|
45|8.00|Brand#33|STANDARD ANODIZED NICKEL|
6|8.00|Brand#33|STANDARD ANODIZED STEEL|
10|8.00|Brand#33|STANDARD ANODIZED STEEL|
13|8.00|Brand#33|STANDARD ANODIZED STEEL|
18|8.00|Brand#33|STANDARD ANODIZED STEEL|
19|8.00|Brand#33|STANDARD ANODIZED STEEL|
22|8.00|Brand#33|STANDARD ANODIZED STEEL|
30|8.00|Brand#33|STANDARD ANODIZED STEEL|
36|8.00|Brand#33|STANDARD ANODIZED STEEL|
40|8.00|Brand#33|STANDARD ANODIZED STEEL|
49|8.00|Brand#33|STANDARD ANODIZED STEEL|
1|8.00|Brand#33|STANDARD ANODIZED TIN|
2|8.00|Brand#33|STANDARD ANODIZED TIN|
4|8.00|Brand#33|STANDARD ANODIZED TIN|
15|8.00|Brand#33|STANDARD ANODIZED TIN|
23|8.00|Brand#33|STANDARD ANODIZED TIN|
26|8.00|Brand#33|STANDARD ANODIZED TIN|
29|8.00|Brand#33|STANDARD ANODIZED TIN|
31|8.00|Brand#33|STANDARD ANODIZED TIN|
37|8.00|Brand#33|STANDARD ANODIZED TIN|
42|8.00|Brand#33|STANDARD ANODIZED TIN|
43|8.00|Brand#33|STANDARD ANODIZED TIN|
46|8.00|Brand#33|STANDARD ANODIZED TIN|
49|8.00|Brand#33|STANDARD ANODIZED TIN|
9|8.00|Brand#33|STANDARD BRUSHED BRASS|
25|8.00|Brand#33|STANDARD BRUSHED BRASS|
27|8.00|Brand#33|STANDARD BRUSHED BRASS|
28|8.00|Brand#33|STANDARD BRUSHED BRASS|
47|8.00|Brand#33|STANDARD BRUSHED BRASS|
50|8.00|Brand#33|STANDARD BRUSHED BRASS|
3|8.00|Brand#33|STANDARD BRUSHED COPPER|
13|8.00|Brand#33|STANDARD BRUSHED COPPER|
16|8.00|Brand#33|STANDARD BRUSHED COPPER|
19|8.00|Brand#33|STANDARD BRUSHED COPPER|
22|8.00|Brand#33|STANDARD BRUSHED COPPER|
25|8.00|Brand#33|STANDARD BRUSHED COPPER|
26|8.00|Brand#33|STANDARD BRUSHED COPPER|
27|8.00|Brand#33|STANDARD BRUSHED COPPER|
28|8.00|Brand#33|STANDARD BRUSHED COPPER|
36|8.00|Brand#33|STANDARD BRUSHED COPPER|
2|8.00|Brand#33|STANDARD BRUSHED NICKEL|
8|8.00|Brand#33|STANDARD BRUSHED NICKEL|
20|8.00|Brand#33|STANDARD BRUSHED NICKEL|
23|8.00|Brand#33|STANDARD BRUSHED NICKEL|
38|8.00|Brand#33|STANDARD BRUSHED NICKEL|
40|8.00|Brand#33|STANDARD BRUSHED NICKEL|
41|8.00|Brand#33|STANDARD BRUSHED NICKEL|
46|8.00|Brand#33|STANDARD BRUSHED NICKEL|
49|8.00|Brand#33|STANDARD BRUSHED NICKEL|
2|8.00|Brand#33|STANDARD BRUSHED STEEL|
9|8.00|Brand#33|STANDARD BRUSHED STEEL|
21|8.00|Brand#33|STANDARD BRUSHED STEEL|
25|8.00|Brand#33|STANDARD BRUSHED STEEL|
26|8.00|Brand#33|STANDARD BRUSHED STEEL|
27|8.00|Brand#33|STANDARD BRUSHED STEEL|
31|8.00|Brand#33|STANDARD BRUSHED STEEL|
34|8.00|Brand#33|STANDARD BRUSHED STEEL|
38|8.00|Brand#33|STANDARD BRUSHED STEEL|
5|8.00|Brand#33|STANDARD BRUSHED TIN|
19|8.00|Brand#33|STANDARD BRUSHED TIN|
21|8.00|Brand#33|STANDARD BRUSHED TIN|
22|8.00|Brand#33|STANDARD BRUSHED TIN|
32|8.00|Brand#33|STANDARD BRUSHED TIN|
33|8.00|Brand#33|STANDARD BRUSHED TIN|
39|8.00|Brand#33|STANDARD BRUSHED TIN|
47|8.00|Brand#33|STANDARD BRUSHED TIN|
50|8.00|Brand#33|STANDARD BRUSHED TIN|
4|8.00|Brand#33|STANDARD BURNISHED BRASS|
7|8.00|Brand#33|STANDARD BURNISHED BRASS|
8|8.00|Brand#33|STANDARD BURNISHED BRASS|
14|8.00|Brand#33|STANDARD BURNISHED BRASS|
17|8.00|Brand#33|STANDARD BURNISHED BRASS|
23|8.00|Brand#33|STANDARD BURNISHED BRASS|
32|8.00|Brand#33|STANDARD BURNISHED BRASS|
41|8.00|Brand#33|STANDARD BURNISHED BRASS|
49|8.00|Brand#33|STANDARD BURNISHED BRASS|
5|8.00|Brand#33|STANDARD BURNISHED COPPER|
6|8.00|Brand#33|STANDARD BURNISHED COPPER|
12|8.00|Brand#33|STANDARD BURNISHED COPPER|
19|8.00|Brand#33|STANDARD BURNISHED COPPER|
27|8.00|Brand#33|STANDARD BURNISHED COPPER|
37|8.00|Brand#33|STANDARD BURNISHED COPPER|
47|8.00|Brand#33|STANDARD BURNISHED COPPER|
29|8.00|Brand#33|STANDARD BURNISHED NICKEL|
31|8.00|Brand#33|STANDARD BURNISHED NICKEL|
33|8.00|Brand#33|STANDARD BURNISHED NICKEL|
36|8.00|Brand#33|STANDARD BURNISHED NICKEL|
37|8.00|Brand#33|STANDARD BURNISHED NICKEL|
39|8.00|Brand#33|STANDARD BURNISHED NICKEL|
43|8.00|Brand#33|STANDARD BURNISHED NICKEL|
50|8.00|Brand#33|STANDARD BURNISHED NICKEL|
17|8.00|Brand#33|STANDARD BURNISHED STEEL|
22|8.00|Brand#33|STANDARD BURNISHED STEEL|
24|8.00|Brand#33|STANDARD BURNISHED STEEL|
34|8.00|Brand#33|STANDARD BURNISHED STEEL|
36|8.00|Brand#33|STANDARD BURNISHED STEEL|
39|8.00|Brand#33|STANDARD BURNISHED STEEL|
46|8.00|Brand#33|STANDARD BURNISHED STEEL|
47|8.00|Brand#33|STANDARD BURNISHED STEEL|
50|8.00|Brand#33|STANDARD BURNISHED STEEL|
10|8.00|Brand#33|STANDARD BURNISHED TIN|
12|8.00|Brand#33|STANDARD BURNISHED TIN|
18|8.00|Brand#33|STANDARD BURNISHED TIN|
25|8.00|Brand#33|STANDARD BURNISHED TIN|
31|8.00|Brand#33|STANDARD BURNISHED TIN|
41|8.00|Brand#33|STANDARD BURNISHED TIN|
42|8.00|Brand#33|STANDARD BURNISHED TIN|
1|8.00|Brand#33|STANDARD PLATED BRASS|
6|8.00|Brand#33|STANDARD PLATED BRASS|
7|8.00|Brand#33|STANDARD PLATED BRASS|
8|8.00|Brand#33|STANDARD PLATED BRASS|
12|8.00|Brand#33|STANDARD PLATED BRASS|
14|8.00|Brand#33|STANDARD PLATED BRASS|
27|8.00|Brand#33|STANDARD PLATED BRASS|
30|8.00|Brand#33|STANDARD PLATED BRASS|
36|8.00|Brand#33|STANDARD PLATED BRASS|
38|8.00|Brand#33|STANDARD PLATED BRASS|
43|8.00|Brand#33|STANDARD PLATED BRASS|
45|8.00|Brand#33|STANDARD PLATED BRASS|
49|8.00|Brand#33|STANDARD PLATED BRASS|
11|8.00|Brand#33|STANDARD PLATED COPPER|
14|8.00|Brand#33|STANDARD PLATED COPPER|
19|8.00|Brand#33|STANDARD PLATED COPPER|
20|8.00|Brand#33|STANDARD PLATED COPPER|
26|8.00|Brand#33|STANDARD PLATED COPPER|
39|8.00|Brand#33|STANDARD PLATED COPPER|
45|8.00|Brand#33|STANDARD PLATED COPPER|
49|8.00|Brand#33|STANDARD PLATED COPPER|
8|8.00|Brand#33|STANDARD PLATED NICKEL|
11|8.00|Brand#33|STANDARD PLATED NICKEL|
15|8.00|Brand#33|STANDARD PLATED NICKEL|
22|8.00|Brand#33|STANDARD PLATED NICKEL|
32|8.00|Brand#33|STANDARD PLATED NICKEL|
35|8.00|Brand#33|STANDARD PLATED NICKEL|
36|8.00|Brand#33|STANDARD PLATED NICKEL|
44|8.00|Brand#33|STANDARD PLATED NICKEL|
1|8.00|Brand#33|STANDARD PLATED STEEL|
3|8.00|Brand#33|STANDARD PLATED STEEL|
8|8.00|Brand#33|STANDARD PLATED STEEL|
9|8.00|Brand#33|STANDARD PLATED STEEL|
10|8.00|Brand#33|STANDARD PLATED STEEL|
13|8.00|Brand#33|STANDARD PLATED STEEL|
23|8.00|Brand#33|STANDARD PLATED STEEL|
24|8.00|Brand#33|STANDARD PLATED STEEL|
26|8.00|Brand#33|STANDARD PLATED STEEL|
34|8.00|Brand#33|STANDARD PLATED STEEL|
38|8.00|Brand#33|STANDARD PLATED STEEL|
44|8.00|Brand#33|STANDARD PLATED STEEL|
46|8.00|Brand#33|STANDARD PLATED STEEL|
49|8.00|Brand#33|STANDARD PLATED STEEL|
6|8.00|Brand#33|STANDARD PLATED TIN|
8|8.00|Brand#33|STANDARD PLATED TIN|
10|8.00|Brand#33|STANDARD PLATED TIN|
11|8.00|Brand#33|STANDARD PLATED TIN|
13|8.00|Brand#33|STANDARD PLATED TIN|
14|8.00|Brand#33|STANDARD PLATED TIN|
16|8.00|Brand#33|STANDARD PLATED TIN|
17|8.00|Brand#33|STANDARD PLATED TIN|
21|8.00|Brand#33|STANDARD PLATED TIN|
25|8.00|Brand#33|STANDARD PLATED TIN|
27|8.00|Brand#33|STANDARD PLATED TIN|
28|8.00|Brand#33|STANDARD PLATED TIN|
30|8.00|Brand#33|STANDARD PLATED TIN|
31|8.00|Brand#33|STANDARD PLATED TIN|
32|8.00|Brand#33|STANDARD PLATED TIN|
37|8.00|Brand#33|STANDARD PLATED TIN|
39|8.00|Brand#33|STANDARD PLATED TIN|
48|8.00|Brand#33|STANDARD PLATED TIN|
49|8.00|Brand#33|STANDARD PLATED TIN|
10|8.00|Brand#33|STANDARD POLISHED BRASS|
17|8.00|Brand#33|STANDARD POLISHED BRASS|
19|8.00|Brand#33|STANDARD POLISHED BRASS|
39|8.00|Brand#33|STANDARD POLISHED BRASS|
41|8.00|Brand#33|STANDARD POLISHED BRASS|
43|8.00|Brand#33|STANDARD POLISHED BRASS|
46|8.00|Brand#33|STANDARD POLISHED BRASS|
3|8.00|Brand#33|STANDARD POLISHED COPPER|
